1.502634717371231556e+09,-2.619734833838801023e+03,6.270381610800773160e+03,2.017921863927710646e+01
1.502634718371231556e+09,-2.624082713620898630e+03,6.269775341158058836e+03,2.639205232887880470e+01
1.502634719371231556e+09,-2.628447251425758623e+03,6.269063154821035823e+03,3.257342320896587751e+01
1.502634720371231556e+09,-2.632826882558112175e+03,6.268248542770083077e+03,3.872482793680472923e+01
1.502634721371231556e+09,-2.637220042322690915e+03,6.267334995985580463e+03,4.484776316966173226e+01
1.502634722371231556e+09,-2.641625166024226019e+03,6.266326005447906937e+03,5.094372556480330161e+01
1.502634723371231556e+09,-2.646040688967448659e+03,6.265225062137441455e+03,5.701421177949582386e+01
1.502634724371231556e+09,-2.650465046457090466e+03,6.264035657034563883e+03,6.306071847100569983e+01
1.502634725371231556e+09,-2.654896673797882158e+03,6.262761281119653177e+03,6.908474229659930188e+01
1.502634726371231556e+09,-2.659334006294555365e+03,6.261405425373089201e+03,7.508777991354304504e+01
1.502634727371231556e+09,-2.663775479251841716e+03,6.259971580775250004e+03,8.107132797910331590e+01
1.502634728371231556e+09,-2.668219527974471930e+03,6.258463238306516359e+03,8.703688315054651525e+01
1.502634729371231556e+09,-2.672664587767177636e+03,6.256883888947265405e+03,9.298594208513902970e+01
1.502634730371231556e+09,-2.677109093934690009e+03,6.255237023677878824e+03,9.892000144014726004e+01
1.502634731371231556e+09,-2.681551481781740222e+03,6.253526133478734664e+03,1.048405578728375787e+02
1.502634732371231556e+09,-2.685990186613059905e+03,6.251754709330211881e+03,1.107491080404764148e+02
1.502634733371231556e+09,-2.690423643733379777e+03,6.249926242212690340e+03,1.166471486003301266e+02
1.502634734371231556e+09,-2.694850288447431467e+03,6.248044223106548998e+03,1.225361762096651290e+02
1.502634735371231556e+09,-2.699268556059946604e+03,6.246112142992166810e+03,1.284176875257478230e+02
1.502634736371231556e+09,-2.703676881875655909e+03,6.244133492849923641e+03,1.342931792058445808e+02
1.502634737371231556e+09,-2.708073701199291008e+03,6.242111763660199358e+03,1.401641479072218033e+02
1.502634738371231556e+09,-2.712457449335583078e+03,6.240050446403372007e+03,1.460320902871459054e+02
1.502634739371231556e+09,-2.716826561589263747e+03,6.237953032059820544e+03,1.518985030028832739e+02
1.502634740371231556e+09,-2.721179473265063280e+03,6.235823011609925743e+03,1.577648827117002668e+02
1.502634741371231556e+09,-2.725514619667714214e+03,6.233663876034065652e+03,1.636327260708633275e+02
