time	x	y	z
1502634717.3712316	-2613485.36307	6247471.59855	14739.7691024
1502634718.3712316	-2630366.62674	6299462.80278	47815.3911865
1502634719.3712316	-2668668.72993	6255885.72961	49791.0239727
1502634720.3712316	-2617224.7339	6302405.83975	12202.5288471
1502634721.3712316	-2634817.03998	6293581.33315	25114.9992641
1502634722.3712316	-2667142.8072	6230283.27375	39632.7663803
1502634723.3712316	-2636761.28152	6280623.04406	87454.8547129
1502634724.3712316	-2670194.61402	6225425.43737	77661.861883
1502634725.3712316	-2625542.41418	6247076.60193	91630.2489361
1502634726.3712316	-2690606.27961	6289218.6337	53968.1742964
1502634727.3712316	-2680279.3465	6230390.44452	79959.9094896
1502634728.3712316	-2628660.65236	6248833.95249	109244.578678
1502634729.3712316	-2704506.46211	6243108.7179	130681.970799
1502634730.3712316	-2698140.08074	6275927.08549	91228.0627901
1502634731.3712316	-2655632.49069	6254026.40908	129576.267221
1502634732.3712316	-2672697.33098	6284596.26645	130327.702611
1502634733.3712316	-2696552.1167	6246585.43342	122652.589676
1502634734.3712316	-2654867.23317	6247860.88933	91764.5952456
1502634735.3712316	-2736155.66866	6266646.27429	140893.073022
1502634736.3712316	-2671080.54892	6276348.65119	136012.674418
1502634737.3712316	-2674588.28971	6218597.22694	158107.13763
1502634738.3712316	-2689308.27324	6241075.71605	143406.065864
1502634739.3712316	-2755705.47227	6256827.86296	132872.698675
1502634740.3712316	-2739958.45062	6259297.84842	155301.043848
1502634741.3712316	-2711699.05021	6196044.91992	201719.090655
1502634742.3712316	-2725664.97422	6246033.075	160577.785681
1502634743.3712316	-2735446.77301	6209529.61333	212498.265094
1502634744.3712316	-2743366.42208	6227747.93286	177461.860638
1502634745.3712316	-2712448.31009	6198072.4498	176760.418385
1502634746.3712316	-2749770.14295	6192771.45281	210121.424579
1502634747.3712316	-2713241.35418	6230809.65828	216231.973135
1502634748.3712316	-2766329.88035	6186172.21295	209879.274418
1502634749.3712316	-2781546.44472	6241631.4728	214643.399878
1502634750.3712316	-2767892.45237	6242213.61029	256926.472609
1502634751.3712316	-2790500.35271	6218101.78325	234686.695953
1502634752.3712316	-2781428.3122	6183862.02138	201961.114366
1502634753.3712316	-2795198.89043	6214966.32671	240757.067237
1502634754.3712316	-2758810.05626	6178371.00926	260232.596298
1502634755.3712316	-2771204.9786	6179105.92502	245651.408381
1502634756.3712316	-2778034.44532	6184271.53212	267682.617689
1502634757.3712316	-2752670.54084	6194236.94602	221167.821022
1502634758.3712316	-2829099.87521	6234273.46067	305517.509736
1502634759.3712316	-2826314.84882	6182830.5051	243728.099056
1502634760.3712316	-2788434.17193	6208099.01426	316250.220238
1502634761.3712316	-2810324.54709	6204209.00467	308125.168057
1502634762.3712316	-2802032.66778	6222146.97092	282720.385025
1502634763.3712316	-2799059.52764	6179653.04279	257622.426745
1502634764.3712316	-2826476.56145	6172948.95371	270982.355892
1502634765.3712316	-2864588.41118	6187583.74237	287062.145125
1502634766.3712316	-2790805.5582	6155085.5965	298197.203658
1502634767.3712316	-2812958.38462	6181858.7419	283087.280104
1502634768.3712316	-2808057.59547	6212914.74961	349127.319949
1502634769.3712316	-2807966.41957	6200472.65381	343200.425562
1502634770.3712316	-2838099.28109	6206272.56397	361132.236863
1502634771.3712316	-2860128.88352	6153213.01055	347063.315451
1502634772.3712316	-2833336.00949	6173528.86855	360314.946449
1502634773.3712316	-2825481.61699	6142288.51326	377250.135365
1502634774.3712316	-2826994.53781	6134399.67919	344868.988682
1502634775.3712316	-2889258.38452	6196309.27854	374004.892969
1502634776.3712316	-2893699.76906	6182121.51653	352381.965072
1502634777.3712316	-2866810.76736	6122965.40452	408101.088927
1502634778.3712316	-2866654.08763	6171926.7486	423678.880454
1502634779.3712316	-2882317.18654	6144184.50749	374901.021309
1502634780.3712316	-2923781.22622	6158340.98364	419885.031471
1502634781.3712316	-2909149.08478	6149914.26741	394061.712925
1502634782.3712316	-2920419.29181	6162042.22865	405349.306452
1502634783.3712316	-2894110.53875	6106920.43751	385584.534217
1502634784.3712316	-2925022.25073	6137241.70251	437949.414225
1502634785.3712316	-2933521.17786	6150625.25534	458461.805215
1502634786.3712316	-2904025.46348	6126016.69346	432232.728828
1502634787.3712316	-2956061.43393	6139701.33696	442907.183478
1502634788.3712316	-2908947.80471	6122436.39597	426413.236
1502634789.3712316	-2963357.32407	6137460.26187	413753.617827
1502634790.3712316	-2921846.62295	6131011.14747	440839.21644
1502634791.3712316	-2953580.73361	6141208.58662	469044.172718
1502634792.3712316	-2975554.41355	6137288.59207	501376.19683
1502634793.3712316	-2903343.14129	6134924.08356	510032.03675
1502634794.3712316	-2934921.50032	6116153.72202	448204.332983
1502634795.3712316	-2968975.07267	6077212.37908	457313.613179
1502634796.3712316	-2969898.76566	6123462.80134	533042.373341
1502634797.3712316	-2962519.12479	6096646.6631	490474.981493
1502634798.3712316	-2965573.10539	6108580.94446	519576.539422
1502634799.3712316	-3007053.22423	6101798.19187	546087.170818
1502634800.3712316	-2956110.03581	6128187.79627	509798.402411
1502634801.3712316	-2936100.62758	6071976.92796	499444.377
1502634802.3712316	-2939604.57883	6106946.51649	566097.261743
1502634803.3712316	-2957226.81473	6119554.09013	529377.846187
1502634804.3712316	-2971603.94328	6106460.13504	574847.566277
1502634805.3712316	-2984703.04302	6103785.27313	529642.960357
1502634806.3712316	-3026002.08677	6063843.40501	554921.695302
1502634807.3712316	-3033283.68834	6047149.56792	593025.35811
1502634808.3712316	-3001460.85181	6069681.17908	565540.875067
1502634809.3712316	-2980638.34954	6042911.49097	589612.225032
1502634810.3712316	-3040233.87497	6110863.06305	564756.119118
1502634811.3712316	-2993460.88883	6044276.83138	598487.626285
1502634812.3712316	-3006899.30521	6099321.7128	609073.916888
1502634813.3712316	-3007432.39013	6030282.3557	569220.446907
1502634814.3712316	-3021068.38479	6035998.17297	611667.178666
1502634815.3712316	-2996306.79911	6086299.80621	641543.988758
1502634816.3712316	-3020877.1783	6090376.27892	628169.173738
1502634817.3712316	-3013605.52035	6085067.45096	644897.204641
1502634818.3712316	-3023022.54609	6087753.37072	599105.934987
1502634819.3712316	-3019013.40189	6061904.05714	627082.594348
1502634820.3712316	-3086033.85401	6055589.11781	670715.770882
1502634821.3712316	-3040601.43805	6031185.86329	619879.812074
1502634822.3712316	-3082051.14146	6080211.06064	643662.271925
1502634823.3712316	-3042235.22158	6060831.61	629391.716512
1502634824.3712316	-3033569.48007	6037018.63976	664800.726735
1502634825.3712316	-3067648.92325	6047187.29512	634828.180543
1502634826.3712316	-3081612.40861	5996416.27652	637796.32012
1502634827.3712316	-3069911.67775	6038109.13423	705030.62836
1502634828.3712316	-3113294.46556	6004189.64007	669352.119883
1502634829.3712316	-3062891.51445	5992349.32724	685890.854002
1502634830.3712316	-3100571.45798	6018371.57743	691001.600211
1502634831.3712316	-3060323.63166	5992953.54251	678144.163216
1502634832.3712316	-3112064.07032	6044270.62173	697554.909543
1502634833.3712316	-3090963.5599	6028205.4758	719165.421937
1502634834.3712316	-3104202.48079	6030713.04728	698968.398604
1502634835.3712316	-3111969.16042	5978295.12581	745426.87651
1502634836.3712316	-3133566.69166	5996163.55513	719821.341963
1502634837.3712316	-3104233.41563	5972477.94572	726677.776981
1502634838.3712316	-3106735.32042	5973199.47228	730965.787921
1502634839.3712316	-3165191.78869	5968659.06578	716618.106333
1502634840.3712316	-3132321.37808	5955153.08387	747861.370215
1502634841.3712316	-3139066.17198	6018818.63292	743679.524357
1502634842.3712316	-3149127.18262	5970135.27	784341.531992
1502634843.3712316	-3173770.31203	6021021.05436	740528.784792
1502634844.3712316	-3144690.23851	6017866.97603	771512.229993
1502634845.3712316	-3172546.73122	6005037.70838	802761.966698
1502634846.3712316	-3136413.72175	5967464.22475	754470.894033
1502634847.3712316	-3152289.45722	5978301.08114	827057.240566
1502634848.3712316	-3143823.4775	5940395.08922	805345.618035
1502634849.3712316	-3144595.93031	5942208.95897	829405.29859
1502634850.3712316	-3161016.48166	5976948.51165	808661.558413
1502634851.3712316	-3178741.67282	5992403.76748	849771.157235
1502634852.3712316	-3205009.92802	5968759.69837	792311.398897
1502634853.3712316	-3180709.48749	5966386.84975	795094.138936
1502634854.3712316	-3175110.86816	5950483.24494	852596.754412
1502634855.3712316	-3226999.94315	5987626.79316	834364.692736
1502634856.3712316	-3219721.61374	5954052.46012	843937.417329
1502634857.3712316	-3210359.1951	5965631.83318	862989.146691
1502634858.3712316	-3222428.18672	5930758.97738	890097.148162
1502634859.3712316	-3181528.31393	5920302.22294	861627.947047
1502634860.3712316	-3193615.78779	5930873.59049	894545.14617
1502634861.3712316	-3187533.98241	5952147.08371	901107.192134
1502634862.3712316	-3213982.83127	5935639.02766	861707.357712
1502634863.3712316	-3213873.64963	5898923.64686	875817.486235
1502634864.3712316	-3206185.21049	5910796.47893	874137.701547
1502634865.3712316	-3249028.44733	5921712.61371	925540.982576
1502634866.3712316	-3229849.49315	5938232.60227	883832.730636
1502634867.3712316	-3259548.26179	5909214.00884	892092.693031
1502634868.3712316	-3245245.83385	5925002.09794	891612.616597
1502634869.3712316	-3218247.71963	5897562.30519	961043.181165
1502634870.3712316	-3208160.47831	5871968.82696	948762.233096
1502634871.3712316	-3259266.71776	5876729.45323	907376.141479
1502634872.3712316	-3237974.3457	5894884.04473	913782.444458
1502634873.3712316	-3229814.39143	5903471.39097	947412.466488
1502634874.3712316	-3224715.33071	5925061.12293	937399.109901
1502634875.3712316	-3299304.30408	5863181.87764	935679.458289
1502634876.3712316	-3277481.84591	5859066.56137	956065.264362
1502634877.3712316	-3282343.65409	5870815.74706	953355.282529
1502634878.3712316	-3281041.73307	5916358.76075	1010929.42194
1502634879.3712316	-3316149.74219	5857708.78621	1020075.98074
1502634880.3712316	-3319202.1906	5878584.23036	1009373.70827
1502634881.3712316	-3297321.31762	5887727.34368	981478.588059
1502634882.3712316	-3310340.07473	5902913.93573	1011773.24463
1502634883.3712316	-3283886.68475	5825650.57349	1026227.73351
1502634884.3712316	-3267932.68677	5838769.16354	1013247.1643
1502634885.3712316	-3292655.57077	5856903.32228	1043096.88341
1502634886.3712316	-3278867.93664	5864671.98739	1038937.76804
1502634887.3712316	-3304508.99009	5839969.18372	1041888.69425
1502634888.3712316	-3279664.45261	5871737.37648	1008498.6769
1502634889.3712316	-3280426.14378	5825027.39719	1069836.45704
1502634890.3712316	-3330559.91767	5845286.53314	1029161.11757
1502634891.3712316	-3319429.07907	5802915.65542	1082978.01085
1502634892.3712316	-3310902.84568	5812902.90469	1096565.16749
1502634893.3712316	-3317281.96009	5834271.87429	1096621.18851
1502634894.3712316	-3342922.41043	5852944.43188	1083605.56351
1502634895.3712316	-3315878.4177	5807513.95663	1072145.15615
1502634896.3712316	-3367306.14984	5805006.44652	1059294.99853
1502634897.3712316	-3310818.78697	5804552.06937	1091693.12453
1502634898.3712316	-3368877.74019	5785064.04997	1078327.03165
1502634899.3712316	-3320447.21785	5818032.7804	1126684.59826
1502634900.3712316	-3361153.18491	5816020.04987	1141163.95606
1502634901.3712316	-3371586.13327	5821185.7633	1127348.60198
1502634902.3712316	-3351823.5733	5770546.55832	1161701.84249
1502634903.3712316	-3349287.0939	5827246.71381	1121337.43637
1502634904.3712316	-3339157.17275	5805387.73161	1141809.60081
1502634905.3712316	-3375471.36709	5798192.2554	1107441.20409
1502634906.3712316	-3367770.61183	5760795.7567	1150160.44508
1502634907.3712316	-3420453.897	5816792.93598	1151000.0965
1502634908.3712316	-3393454.71655	5788368.70773	1126815.65291
1502634909.3712316	-3415359.30421	5762886.41009	1131950.65558
1502634910.3712316	-3374099.89628	5777775.74024	1194597.99596
