1.500453684135357618e+09	-5.313642407780000212e+03	1.393848301429999992e+03	4.178293364530000531e+02
1.500453685135357618e+09	-5.304515161889999945e+03	1.412226595350000025e+03	4.194574816159999955e+02
1.500453686135357618e+09	-5.316190381839999645e+03	1.421220871409999972e+03	4.324144917400000168e+02
1.500453687135357618e+09	-5.280588107239999772e+03	1.429521142250000139e+03	3.876977186049999773e+02
1.500453688135357618e+09	-5.299535402669999712e+03	1.409332062110000152e+03	3.931662167939999790e+02
1.500453689135357618e+09	-5.295027138389999891e+03	1.429183119860000033e+03	3.798994633039999940e+02
1.500453690135357618e+09	-5.292866964210000333e+03	1.413552277620000041e+03	3.660299182390000396e+02
1.500453691135357618e+09	-5.295720595460000368e+03	1.427407997599999817e+03	3.664866500670000278e+02
1.500453692135357618e+09	-5.293309712840000429e+03	1.431992159939999965e+03	3.779165891100000181e+02
1.500453693135357618e+09	-5.292881822639999882e+03	1.445495790869999837e+03	3.443859375129999876e+02
1.500453694135357618e+09	-5.289425845019999542e+03	1.449616744480000079e+03	3.730300205820000201e+02
1.500453695135357618e+09	-5.284339677889999621e+03	1.448630922540000029e+03	3.321527180720000274e+02
1.500453696135357618e+09	-5.292515485799999624e+03	1.477560938329999999e+03	3.555052538129999675e+02
1.500453697135357618e+09	-5.292838364729999739e+03	1.460027355849999822e+03	3.270692360649999841e+02
1.500453698135357618e+09	-5.287104692099999738e+03	1.462519359339999937e+03	3.239913148289999754e+02
1.500453699135357618e+09	-5.260066640460000599e+03	1.460498790259999851e+03	3.027287882809999928e+02
1.500453700135357618e+09	-5.252756877980000354e+03	1.486628655289999870e+03	3.074363855510000008e+02
1.500453701135357618e+09	-5.266441243029999896e+03	1.494662849339999866e+03	2.889804845350000164e+02
1.500453702135357618e+09	-5.250555478649999714e+03	1.482196894189999966e+03	2.851703319060000013e+02
1.500453703135357618e+09	-5.244124500249999983e+03	1.499669087510000054e+03	2.959037055269999996e+02
1.500453704135357618e+09	-5.271857148850000158e+03	1.501035113069999852e+03	2.594946850759999961e+02
1.500453705135357618e+09	-5.251722953460000099e+03	1.508951919710000084e+03	2.787578179359999808e+02
1.500453706135357618e+09	-5.266114783750000242e+03	1.509873218700000052e+03	2.672831872040000007e+02
1.500453707135357618e+09	-5.240296270480000203e+03	1.509470108070000151e+03	2.563306098049999946e+02
1.500453708135357618e+09	-5.262610463779999918e+03	1.534074724179999976e+03	2.472360084489999963e+02
1.500453709135357618e+09	-5.254798456589999660e+03	1.548650405370000044e+03	2.478177977649999946e+02
1.500453710135357618e+09	-5.258252547380000578e+03	1.516909977170000047e+03	2.226044055440000022e+02
1.500453711135357618e+09	-5.228490450430000237e+03	1.545516577959999950e+03	2.161952100459999997e+02
1.500453712135357618e+09	-5.224253798749999987e+03	1.544622087680000050e+03	2.261612230179999870e+02
1.500453713135357618e+09	-5.231110756359999868e+03	1.548673511989999952e+03	1.926451505750000024e+02
1.500453714135357618e+09	-5.229052805590000389e+03	1.543050482060000149e+03	2.110049996369999974e+02
1.500453715135357618e+09	-5.215269894750000276e+03	1.564318967410000141e+03	2.127496289100000126e+02
1.500453716135357618e+09	-5.238938760649999494e+03	1.565464304359999915e+03	1.895090628019999883e+02
1.500453717135357618e+09	-5.215706773380000413e+03	1.580667159969999830e+03	1.914007641839999962e+02
1.500453718135357618e+09	-5.205177405919999728e+03	1.587737018639999860e+03	1.651962539410000090e+02
1.500453719135357618e+09	-5.209729908899999828e+03	1.576200408199999856e+03	1.544324421400000062e+02
1.500453720135357618e+09	-5.227264657789999546e+03	1.603850186930000064e+03	1.775000801740000043e+02
1.500453721135357618e+09	-5.217810995769999863e+03	1.582689590580000186e+03	1.463324389690000089e+02
1.500453722135357618e+09	-5.219294910990000062e+03	1.591736451750000015e+03	1.558694848140000033e+02
1.500453723135357618e+09	-5.207362331399999675e+03	1.609338805159999993e+03	1.248687988399999966e+02
1.500453724135357618e+09	-5.201842323119999492e+03	1.588489700489999905e+03	1.283103798919999861e+02
1.500453725135357618e+09	-5.202848046699999941e+03	1.618773100039999917e+03	1.263573777529999944e+02
