time	x	y	z
1502634717.3712316	-2634652.04242	6293974.40793	27966.3273268
1502634718.3712316	-2612348.01229	6274302.81584	25695.2792217
1502634719.3712316	-2642033.5128	6285319.92323	48014.0255442
1502634720.3712316	-2624775.69015	6256671.25179	40088.3487704
1502634721.3712316	-2638207.54871	6259421.90865	37905.3030245
1502634722.3712316	-2622846.4993	6250753.68095	56812.3211782
1502634723.3712316	-2631011.41762	6263890.18899	37074.1317963
1502634724.3712316	-2647406.13393	6269915.84147	64806.3491991
1502634725.3712316	-2662612.486	6267023.26259	66672.6950308
1502634726.3712316	-2642469.32196	6252332.74125	84716.2250768
1502634727.3712316	-2679918.69369	6254556.11185	70303.2657621
1502634728.3712316	-2681717.15494	6259715.26601	94672.357492
1502634729.3712316	-2676458.98818	6256436.76247	102157.875371
1502634730.3712316	-2661253.44311	6269212.21808	89431.628101
1502634731.3712316	-2672570.76567	6263350.38306	104425.010276
1502634732.3712316	-2704425.68513	6241271.0838	127087.72809
1502634733.3712316	-2697416.65146	6266792.28634	109368.924032
1502634734.3712316	-2693049.49556	6255769.57592	119469.857269
1502634735.3712316	-2679321.44737	6261515.76525	147666.81822
1502634736.3712316	-2699596.94932	6254294.94297	141641.060698
1502634737.3712316	-2707238.45297	6221935.13673	154732.370793
1502634738.3712316	-2697748.76895	6243805.32306	145022.833072
1502634739.3712316	-2733385.49766	6239070.99164	160579.420905
1502634740.3712316	-2711162.14889	6250609.50604	152061.578972
1502634741.3712316	-2732791.36448	6232019.29167	156883.287369
1502634742.3712316	-2729290.23797	6212345.86801	162362.915691
1502634743.3712316	-2732413.25475	6245890.53312	161449.156558
1502634744.3712316	-2746215.82713	6211002.38562	192555.873208
1502634745.3712316	-2748008.87915	6242412.67334	205271.15226
1502634746.3712316	-2763064.46559	6234170.22341	190785.776078
1502634747.3712316	-2766249.72059	6206199.54936	186643.383712
1502634748.3712316	-2736811.64305	6206690.26612	209396.803809
1502634749.3712316	-2752460.44166	6220220.17569	199008.987914
1502634750.3712316	-2770042.56681	6217240.11789	220905.261846
1502634751.3712316	-2762151.23125	6230221.55399	215464.853787
1502634752.3712316	-2770445.85138	6200108.36993	211126.196531
1502634753.3712316	-2757461.62796	6199150.89976	233374.01397
1502634754.3712316	-2776335.9633	6221250.89999	237491.442158
1502634755.3712316	-2781628.12077	6195610.72703	247232.641753
1502634756.3712316	-2796412.73659	6193902.88823	270198.573696
1502634757.3712316	-2782131.24777	6209843.67107	253330.560671
1502634758.3712316	-2784216.79029	6184183.53304	255368.157466
1502634759.3712316	-2815756.88186	6213094.59307	290971.334148
1502634760.3712316	-2800307.45321	6181735.02346	297445.286187
1502634761.3712316	-2819664.52208	6198084.21118	297733.3799
1502634762.3712316	-2808932.53517	6175819.36194	303454.59241
1502634763.3712316	-2832820.77838	6172137.37872	288267.649981
1502634764.3712316	-2824437.84377	6166918.47205	285721.544243
1502634765.3712316	-2833189.06453	6163372.76917	296501.706427
1502634766.3712316	-2844463.29141	6182217.56821	308203.577507
1502634767.3712316	-2818389.59129	6162718.37441	316784.858
1502634768.3712316	-2836561.40583	6157955.99929	310280.29119
1502634769.3712316	-2854655.12176	6174703.72798	350810.943619
1502634770.3712316	-2856602.53306	6177780.43622	323729.467804
1502634771.3712316	-2844946.24996	6180596.39464	330917.847438
1502634772.3712316	-2855485.51637	6162203.61673	340307.030458
1502634773.3712316	-2844987.68273	6176304.26123	349444.609192
1502634774.3712316	-2864213.25572	6169132.34824	352803.228289
1502634775.3712316	-2871184.77479	6145459.38101	381164.740876
1502634776.3712316	-2855168.11414	6168478.18877	368431.757479
1502634777.3712316	-2860809.29512	6139445.67645	399460.551465
1502634778.3712316	-2878259.55729	6169072.76773	370279.9073
1502634779.3712316	-2894043.55808	6153270.29139	401960.558724
1502634780.3712316	-2875930.14608	6143659.99029	380340.053623
1502634781.3712316	-2910867.80362	6146667.06695	416335.214433
1502634782.3712316	-2886968.46123	6130200.23151	419922.4205
1502634783.3712316	-2890527.47536	6149221.89302	397689.820965
1502634784.3712316	-2892280.36506	6154596.80688	414916.604718
1502634785.3712316	-2923311.68476	6117173.41953	433668.866056
1502634786.3712316	-2922541.5048	6139720.89872	434285.93499
1502634787.3712316	-2925931.05378	6120509.82461	450344.956327
1502634788.3712316	-2925817.85197	6114441.16484	427488.573262
1502634789.3712316	-2909067.39553	6127231.32188	451252.166298
1502634790.3712316	-2922611.08137	6139718.13353	462383.494121
1502634791.3712316	-2925364.07824	6125306.31964	450066.499532
1502634792.3712316	-2957878.03752	6118843.58389	459880.111564
1502634793.3712316	-2936792.37809	6127749.46517	470187.756062
1502634794.3712316	-2947483.38817	6132494.83712	496921.379914
1502634795.3712316	-2957399.77489	6096205.63295	498400.380247
1502634796.3712316	-2948354.10068	6125046.15637	510974.919369
1502634797.3712316	-2963037.76144	6106220.15424	511560.217911
1502634798.3712316	-2967026.47768	6086815.92429	494000.864252
1502634799.3712316	-2978563.628	6086246.42903	514370.617181
1502634800.3712316	-2958577.8051	6111485.80363	515140.822175
1502634801.3712316	-2964688.7789	6083987.13414	522936.029449
1502634802.3712316	-2980446.72576	6081526.56797	536539.965874
1502634803.3712316	-2977028.47593	6072448.89962	554375.245611
1502634804.3712316	-2969099.51757	6098689.82666	550175.425983
1502634805.3712316	-2985188.42122	6071278.35798	547541.431903
1502634806.3712316	-3003817.96434	6094328.32054	559294.367961
1502634807.3712316	-2995527.87041	6075233.60374	547155.97117
1502634808.3712316	-2998697.35444	6096334.2589	564517.416198
1502634809.3712316	-3022548.49107	6087963.588	571046.959478
1502634810.3712316	-3006056.49475	6086044.03757	561857.4165
1502634811.3712316	-3034991.79207	6053420.68321	567596.398006
1502634812.3712316	-3036782.73525	6049142.3289	602964.326743
1502634813.3712316	-3009091.45515	6081910.97117	583158.381346
1502634814.3712316	-3026696.4214	6065496.63076	603837.279841
1502634815.3712316	-3049700.91522	6065782.20375	594935.20297
1502634816.3712316	-3038392.69264	6039214.48372	598439.564138
1502634817.3712316	-3038331.394	6065719.88526	602036.968314
1502634818.3712316	-3052189.2167	6048132.658	630970.84063
1502634819.3712316	-3045154.95025	6040848.27858	617693.201493
1502634820.3712316	-3039833.76297	6053883.91007	648952.222705
1502634821.3712316	-3055274.31307	6037620.51566	656498.750584
1502634822.3712316	-3058458.26804	6028092.54096	664765.648038
1502634823.3712316	-3045020.29696	6049622.71296	662475.984492
1502634824.3712316	-3059441.62413	6045405.37644	666973.118519
1502634825.3712316	-3056534.88928	6021561.6083	665128.910137
1502634826.3712316	-3095143.74495	6032436.75555	688646.342606
1502634827.3712316	-3066100.85826	6028110.4485	667531.73047
