time	x	y	z
1502628669.3819425	-2586239.21068	6297121.58715	9584.64966327
1502628670.3819425	-2585744.579	6299646.43187	41778.3050566
1502628671.3819425	-2583764.15655	6308591.9493	11648.4528225
1502628672.3819425	-2582402.65964	6288391.63952	31269.0994329
1502628673.3819425	-2562460.83354	6301181.38223	38121.0659936
1502628674.3819425	-2578211.06943	6318469.85838	49926.4999979
1502628675.3819425	-2543632.39473	6321208.95342	34697.7015232
1502628676.3819425	-2542242.16584	6312239.86982	62168.8332331
1502628677.3819425	-2534935.64507	6323103.15376	42686.5192085
1502628678.3819425	-2538787.55728	6328424.17567	74643.8174286
1502628679.3819425	-2541621.77157	6323211.42263	78042.7788118
1502628680.3819425	-2543212.04467	6317607.22081	66208.1913482
1502628681.3819425	-2528652.14192	6327188.30361	81399.9445839
1502628682.3819425	-2514670.15894	6311868.05633	79665.3468216
1502628683.3819425	-2497822.90279	6325182.21741	111181.727816
1502628684.3819425	-2501090.10679	6334726.89598	108146.417721
1502628685.3819425	-2495032.91832	6325671.94259	106670.670603
1502628686.3819425	-2485686.08597	6332194.39668	106944.875746
1502628687.3819425	-2512454.45096	6332236.76558	123726.907661
1502628688.3819425	-2473085.96828	6336887.37703	115356.904332
1502628689.3819425	-2476830.50832	6337307.42054	130443.019264
1502628690.3819425	-2482509.09658	6323538.38493	120517.906127
1502628691.3819425	-2467974.03805	6331617.91107	121955.274332
1502628692.3819425	-2464675.42329	6336564.2228	140306.190434
1502628693.3819425	-2466622.71639	6353821.7866	138146.520715
1502628694.3819425	-2479331.26598	6355852.20564	136621.31411
1502628695.3819425	-2442207.33518	6338847.49184	147937.687439
1502628696.3819425	-2460864.00815	6325307.43526	146711.458304
1502628697.3819425	-2456750.19782	6342531.76566	181240.436779
1502628698.3819425	-2439503.9278	6333326.15724	163546.211143
1502628699.3819425	-2424394.88731	6335598.94202	201185.963527
1502628700.3819425	-2443455.12888	6359063.75408	190262.091403
1502628701.3819425	-2421273.52537	6355913.13363	195260.52381
1502628702.3819425	-2406974.94118	6361523.42778	204484.705928
1502628703.3819425	-2407030.49426	6359809.05669	192885.665137
1502628704.3819425	-2426326.75527	6345756.3616	226894.980534
1502628705.3819425	-2412775.03532	6362614.59438	199823.865433
1502628706.3819425	-2414538.46574	6370916.15537	203029.175225
1502628707.3819425	-2406201.70993	6359700.91935	243902.919451
1502628708.3819425	-2403639.67164	6362927.57649	225237.711823
1502628709.3819425	-2390932.63699	6375295.29691	234733.742948
1502628710.3819425	-2361728.69955	6383830.00767	229535.675373
1502628711.3819425	-2379742.83464	6373544.11712	231909.639154
1502628712.3819425	-2387085.74838	6364794.94407	257995.142857
1502628713.3819425	-2365170.74568	6384391.83214	248344.950608
1502628714.3819425	-2357707.32172	6364308.71916	254344.541871
1502628715.3819425	-2362498.22026	6379491.02447	274753.142783
1502628716.3819425	-2338891.19633	6389656.76018	288755.035074
1502628717.3819425	-2346027.14177	6363987.12049	282566.152873
1502628718.3819425	-2350855.58263	6381254.52892	271794.684503
1502628719.3819425	-2334102.11146	6398364.45554	303418.853904
1502628720.3819425	-2320645.42278	6401259.63362	282247.730589
1502628721.3819425	-2305901.38302	6389364.43413	299284.414205
1502628722.3819425	-2306550.96486	6382130.92983	321667.902772
1502628723.3819425	-2323709.50342	6381749.07356	294122.609323
1502628724.3819425	-2307681.5804	6381249.73202	331527.746893
1502628725.3819425	-2302722.66378	6402899.48255	339658.879039
1502628726.3819425	-2295526.38987	6408138.41761	345486.927555
1502628727.3819425	-2289171.07027	6387884.86035	343839.532317
1502628728.3819425	-2300352.9312	6405751.80648	345275.703321
1502628729.3819425	-2277132.36648	6415967.87058	325429.081822
1502628730.3819425	-2259628.79502	6405012.68082	359292.986724
1502628731.3819425	-2252662.68277	6385924.70852	338972.923354
1502628732.3819425	-2265047.94708	6389217.34345	342257.866472
1502628733.3819425	-2267447.38832	6416482.88193	350313.482908
1502628734.3819425	-2240919.08598	6424861.73017	352779.206566
1502628735.3819425	-2249467.31442	6416196.73932	361368.773583
1502628736.3819425	-2237322.77847	6404070.25991	380224.742674
1502628737.3819425	-2253573.26997	6416184.24809	400233.230726
1502628738.3819425	-2228314.59141	6413334.37319	409054.929054
1502628739.3819425	-2230595.529	6410476.32311	415235.047308
1502628740.3819425	-2218305.15826	6402952.51163	402149.283731
1502628741.3819425	-2218538.16571	6416351.77225	392719.192415
1502628742.3819425	-2222523.0936	6406844.17472	416201.210331
1502628743.3819425	-2201252.8976	6434016.26218	434893.456706
1502628744.3819425	-2201088.94854	6413146.17231	438315.331432
1502628745.3819425	-2193468.82378	6434829.83616	422240.745976
1502628746.3819425	-2211229.0204	6425960.03072	417790.369647
1502628747.3819425	-2189627.5989	6415908.22863	434447.964548
1502628748.3819425	-2179388.92331	6412786.79081	453095.307172
1502628749.3819425	-2183049.55561	6435407.25523	471211.415896
1502628750.3819425	-2174263.10783	6427962.84761	462930.674958
1502628751.3819425	-2157741.38986	6440878.22957	460501.397928
1502628752.3819425	-2167873.88102	6430046.0287	458069.825145
1502628753.3819425	-2148381.52364	6419884.78014	458666.99544
1502628754.3819425	-2167526.03945	6426682.52962	489058.76144
1502628755.3819425	-2153006.39778	6420044.78648	492529.302133
1502628756.3819425	-2137890.97223	6418890.73312	504597.177407
1502628757.3819425	-2152980.31	6447082.43717	503808.741323
1502628758.3819425	-2145434.64381	6442988.23379	502482.501696
1502628759.3819425	-2140022.96477	6462337.32915	492256.699435
1502628760.3819425	-2122400.84343	6449411.10853	524109.382971
1502628761.3819425	-2104498.93609	6431096.88295	530219.763713
1502628762.3819425	-2105065.75214	6462942.90086	535453.293033
1502628763.3819425	-2121804.18651	6460509.77889	546266.058838
1502628764.3819425	-2103495.85488	6458428.42757	541410.709574
1502628765.3819425	-2077456.07357	6457221.51414	521529.411874
1502628766.3819425	-2068787.29946	6469333.87053	548745.794841
1502628767.3819425	-2087154.84323	6464753.4257	540552.729737
1502628768.3819425	-2085000.6887	6473406.79997	562874.545792
1502628769.3819425	-2083714.61889	6453784.58609	557109.351386
1502628770.3819425	-2063109.57274	6453952.36132	553773.962159
1502628771.3819425	-2045031.07205	6464998.8776	564340.598401
1502628772.3819425	-2048124.29999	6466349.11958	574109.743002
1502628773.3819425	-2039211.97372	6457761.41729	568232.346895
1502628774.3819425	-2063413.5886	6466779.51712	598427.152641
1502628775.3819425	-2034383.87512	6465228.82686	603767.135285
1502628776.3819425	-2016520.82904	6458612.72075	580547.407693
1502628777.3819425	-2012907.68782	6447651.80008	610940.660565
1502628778.3819425	-2006761.40313	6463389.73251	614235.813271
1502628779.3819425	-2021199.97068	6451770.45019	606306.223468
1502628780.3819425	-2016472.25285	6458690.98431	619095.480815
1502628781.3819425	-2018079.04058	6449479.09373	618274.656297
1502628782.3819425	-2010694.92875	6462409.958	644527.822966
1502628783.3819425	-1979120.73373	6479331.6678	618961.701862
1502628784.3819425	-1973823.553	6487075.17566	659284.26439
1502628785.3819425	-1978773.95757	6459393.43561	652302.651072
1502628786.3819425	-1996455.01788	6472470.28388	658991.635486
1502628787.3819425	-1978826.29897	6478823.69354	669340.071455
1502628788.3819425	-1954494.62659	6475249.16645	664412.930202
1502628789.3819425	-1962479.83981	6483599.97252	684129.942387
1502628790.3819425	-1945979.49606	6471795.77243	663091.406918
1502628791.3819425	-1940784.39392	6472449.08261	687617.639113
1502628792.3819425	-1935865.36212	6491258.89169	667515.581611
1502628793.3819425	-1937423.95833	6484602.29897	696385.800662
1502628794.3819425	-1946025.84103	6469766.39142	687771.548008
1502628795.3819425	-1930872.6248	6481579.3371	700558.891353
1502628796.3819425	-1933702.84374	6484202.04479	716709.527872
1502628797.3819425	-1930918.85527	6470335.62041	710603.476415
1502628798.3819425	-1904318.08083	6470695.74521	704812.763033
1502628799.3819425	-1922344.04366	6478312.40926	703029.254845
1502628800.3819425	-1901261.77501	6507063.13533	718238.96234
1502628801.3819425	-1883547.3693	6498555.92666	734271.130425
