time	x	y	z
1502634593.7599268	5322651.07024	4807122.19105	3052031.7774
1502634594.7599268	5332822.28239	4808013.92849	3049961.99266
1502634595.7599268	5334161.84744	4799020.13603	3065129.06259
1502634596.7599268	5323984.96724	4796674.24509	3068762.73727
1502634597.7599268	5326289.48926	4796297.9098	3076116.76057
1502634598.7599268	5312751.8425	4794721.85072	3087216.26896
1502634599.7599268	5325012.82912	4797166.86895	3087486.66603
1502634600.7599268	5307935.8403	4791227.33812	3093306.23061
1502634601.7599268	5321749.19655	4791017.11402	3113205.50453
1502634602.7599268	5303608.58099	4783829.43537	3113260.771
1502634603.7599268	5303602.82836	4773559.96974	3117649.40879
1502634604.7599268	5298951.47396	4770961.38195	3131923.42573
1502634605.7599268	5304975.03731	4769503.60528	3125502.73968
1502634606.7599268	5311477.45175	4777079.17698	3130289.15602
1502634607.7599268	5303499.42484	4771221.37136	3147667.03452
1502634608.7599268	5291895.48465	4764853.35845	3154171.51531
1502634609.7599268	5297258.10912	4764536.21335	3148633.67762
1502634610.7599268	5304154.65181	4763127.50266	3172355.04271
1502634611.7599268	5290653.08878	4761731.0529	3164343.32879
1502634612.7599268	5296102.12605	4764554.5236	3168336.61734
1502634613.7599268	5283587.80089	4764367.16066	3184347.27298
1502634614.7599268	5276862.74213	4765848.55617	3193379.1918
1502634615.7599268	5288108.56051	4748940.19862	3189580.95069
1502634616.7599268	5275807.59387	4748881.16615	3195489.40727
1502634617.7599268	5290146.49235	4753791.48264	3214158.05976
1502634618.7599268	5270400.67166	4762087.48875	3215440.78295
1502634619.7599268	5280069.80935	4740949.0981	3227423.37666
1502634620.7599268	5267409.90892	4745432.35456	3222745.25733
1502634621.7599268	5272074.97867	4755308.2581	3229321.89768
1502634622.7599268	5266879.5096	4745939.37388	3252097.5981
1502634623.7599268	5273455.08505	4733680.56306	3256766.36028
1502634624.7599268	5257699.33798	4734396.24274	3249371.9401
1502634625.7599268	5253942.40969	4734799.55107	3263495.54738
1502634626.7599268	5265025.17199	4730560.92817	3272680.9144
1502634627.7599268	5267878.12022	4726875.35642	3276750.5467
1502634628.7599268	5262907.38607	4738672.12364	3286405.68209
1502634629.7599268	5254898.33507	4729391.82512	3291289.24856
1502634630.7599268	5253154.88213	4718684.668	3297080.97805
1502634631.7599268	5249697.2954	4719685.20026	3296272.08328
1502634632.7599268	5254634.01672	4724699.67975	3311221.92554
1502634633.7599268	5236861.22855	4719635.71826	3308090.0202
1502634634.7599268	5232445.60862	4720675.71856	3330453.99799
1502634635.7599268	5240101.94154	4718926.13485	3333489.35115
1502634636.7599268	5244391.23638	4722708.91457	3325958.82124
1502634637.7599268	5225918.95769	4719536.25296	3334384.93429
1502634638.7599268	5238228.24785	4721191.95754	3351307.5334
1502634639.7599268	5237715.25744	4716175.16971	3362260.93934
1502634640.7599268	5229139.2007	4714947.50702	3354190.70036
1502634641.7599268	5235772.33916	4711004.36328	3366587.40858
1502634642.7599268	5222156.86171	4694863.09771	3370176.7571
1502634643.7599268	5230097.11203	4703130.93583	3382086.44154
1502634644.7599268	5229533.10724	4694393.6781	3390198.19029
1502634645.7599268	5218828.05678	4688102.39699	3392421.05998
1502634646.7599268	5220638.58621	4692280.75529	3403570.62572
1502634647.7599268	5208602.02287	4685129.1921	3395443.69167
1502634648.7599268	5212155.65637	4693597.75799	3411095.29584
1502634649.7599268	5204310.49852	4693761.39795	3419638.63459
1502634650.7599268	5208443.77785	4691971.01366	3431893.97504
1502634651.7599268	5197230.72155	4684799.48531	3437245.90387
1502634652.7599268	5205662.23312	4678831.31773	3430165.72956
1502634653.7599268	5196892.73213	4671462.50042	3437376.40455
1502634654.7599268	5190342.39685	4674329.06596	3453647.21874
1502634655.7599268	5203806.92931	4669015.85011	3451302.95239
1502634656.7599268	5182034.11381	4672258.34522	3471785.05474
1502634657.7599268	5191746.5627	4668175.0849	3467536.03163
1502634658.7599268	5177129.69606	4679989.78551	3475261.90464
1502634659.7599268	5188920.28173	4658342.81604	3474793.37359
1502634660.7599268	5180563.16626	4662599.49929	3481584.20797
1502634661.7599268	5177498.08648	4662849.55539	3490893.79495
1502634662.7599268	5168660.84504	4652999.5833	3491577.64974
1502634663.7599268	5169871.44853	4665026.23131	3503640.60995
1502634664.7599268	5167079.07303	4653782.83718	3505572.63575
1502634665.7599268	5162564.70811	4649805.28832	3524919.08125
1502634666.7599268	5177395.58457	4654639.01552	3526426.18238
1502634667.7599268	5158007.54571	4657178.56164	3534974.11217
1502634668.7599268	5161868.17547	4649540.39931	3529320.02763
1502634669.7599268	5157309.757	4641729.11306	3539323.13069
1502634670.7599268	5160789.37624	4644049.95874	3558214.19002
1502634671.7599268	5159409.91638	4649625.13273	3566162.0906
1502634672.7599268	5144547.38168	4645496.11167	3564165.86289
1502634673.7599268	5147248.77278	4633397.79062	3560942.17498
1502634674.7599268	5153151.9475	4630925.61663	3568538.23987
1502634675.7599268	5139373.97154	4630298.14879	3589221.13482
1502634676.7599268	5139477.75244	4625449.00599	3580391.50999
1502634677.7599268	5145209.65354	4625290.91082	3586708.01835
1502634678.7599268	5144264.97667	4628691.64146	3599807.18869
1502634679.7599268	5136933.22074	4630440.00528	3618031.48955
1502634680.7599268	5123797.30651	4626861.89969	3613072.17404
1502634681.7599268	5124127.96925	4619872.58383	3616536.55278
1502634682.7599268	5119323.12667	4619943.12791	3620594.18788
1502634683.7599268	5122954.36726	4617848.69337	3632043.19743
1502634684.7599268	5117776.57162	4605849.97061	3634412.60308
1502634685.7599268	5126637.35192	4603173.21794	3652937.53913
1502634686.7599268	5121410.56438	4609727.96476	3653973.65962
1502634687.7599268	5123164.9034	4599822.53973	3649643.29565
1502634688.7599268	5111340.48399	4612842.49103	3655955.04477
1502634689.7599268	5110385.14871	4606607.31716	3680403.81331
1502634690.7599268	5103520.08851	4602684.09105	3678562.32057
1502634691.7599268	5116143.76051	4595476.19392	3685264.43852
1502634692.7599268	5095858.83657	4586257.75678	3683994.05959
1502634693.7599268	5108110.06666	4594007.43315	3697805.62585
1502634694.7599268	5104678.66716	4584449.41243	3701372.90914
1502634695.7599268	5098435.16317	4583995.51225	3708787.24105
1502634696.7599268	5091046.84316	4580419.28892	3706374.21352
1502634697.7599268	5090139.46344	4593297.23465	3728740.75681
