time	x	y	z
1502634593.7599268	5362255.63552	4806555.92591	3111695.17349
1502634594.7599268	5349438.07841	4746259.82475	3020524.93789
1502634595.7599268	5335849.52736	4849348.49906	2999908.42511
1502634596.7599268	5252722.66736	4721812.85272	3071938.43421
1502634597.7599268	5373310.56155	4858993.2854	3064582.65827
1502634598.7599268	5328299.88499	4772505.30249	3136152.68726
1502634599.7599268	5271423.00906	4832929.64267	3074910.62096
1502634600.7599268	5300554.95333	4733116.66796	3151408.33089
1502634601.7599268	5381967.05144	4803040.5333	3181669.74923
1502634602.7599268	5302985.96911	4799186.01516	3066026.5866
1502634603.7599268	5320142.93792	4769122.7648	3055828.86428
1502634604.7599268	5346274.00426	4858627.02547	3190400.1893
1502634605.7599268	5338685.88172	4825186.97855	3194634.24475
1502634606.7599268	5308027.45695	4831132.10392	3092514.03578
1502634607.7599268	5335809.22614	4754012.24794	3100682.05584
1502634608.7599268	5322248.73632	4808766.45215	3180805.04127
1502634609.7599268	5247957.01263	4723218.9374	3100655.17178
1502634610.7599268	5271567.86995	4766171.88458	3225817.43703
1502634611.7599268	5344202.10786	4815433.69701	3203752.35743
1502634612.7599268	5364805.71903	4827921.57699	3122872.23242
1502634613.7599268	5232663.31338	4832606.63426	3158884.4998
1502634614.7599268	5217912.53364	4775740.73172	3265291.38973
1502634615.7599268	5356579.87146	4801615.51137	3182038.82202
1502634616.7599268	5316208.44188	4787044.43376	3212450.50575
1502634617.7599268	5258171.80049	4712431.3235	3208596.87299
1502634618.7599268	5348746.31755	4746767.06409	3213545.56029
1502634619.7599268	5321152.25377	4673650.3073	3224885.26514
1502634620.7599268	5272901.8301	4781944.36237	3300183.25693
1502634621.7599268	5238052.30906	4701296.6981	3200888.55016
1502634622.7599268	5206015.76506	4786488.54914	3268667.62916
1502634623.7599268	5247452.88857	4692162.97779	3238739.53306
1502634624.7599268	5211716.27789	4662009.43902	3273598.51931
1502634625.7599268	5202910.63302	4727538.60162	3295263.25934
1502634626.7599268	5243602.01143	4799107.58057	3297178.15977
1502634627.7599268	5183173.32401	4803994.7718	3315647.74327
1502634628.7599268	5312063.65146	4768342.40819	3326121.33466
1502634629.7599268	5184371.03814	4655785.29329	3308390.45783
1502634630.7599268	5280215.45083	4679867.15652	3238817.45224
1502634631.7599268	5250092.97339	4772267.57453	3322895.37757
1502634632.7599268	5320084.97605	4731380.89946	3243042.74042
1502634633.7599268	5317375.12551	4743199.75436	3381669.32643
1502634634.7599268	5300332.13043	4661345.47031	3365473.20288
1502634635.7599268	5160301.5996	4788067.00536	3373836.87228
1502634636.7599268	5179503.5368	4666003.06542	3347645.16111
1502634637.7599268	5205942.9318	4746585.77223	3349412.66124
1502634638.7599268	5235748.21437	4744196.96992	3374542.79926
1502634639.7599268	5241592.67466	4700304.45719	3350776.88952
1502634640.7599268	5187632.39867	4719590.20571	3350323.6367
1502634641.7599268	5286101.28411	4722984.69632	3371606.47566
1502634642.7599268	5170057.87972	4753526.85425	3425185.07977
1502634643.7599268	5271562.54219	4773621.38959	3399559.31324
1502634644.7599268	5274384.74349	4735960.96485	3379136.33256
1502634645.7599268	5171163.09235	4749199.16378	3414579.42311
1502634646.7599268	5281993.61826	4771190.76193	3322021.55454
1502634647.7599268	5229754.72305	4752331.18228	3386683.02893
1502634648.7599268	5195392.79183	4767179.72896	3389525.10154
1502634649.7599268	5238728.53274	4737519.98189	3366928.37661
1502634650.7599268	5201016.0375	4742746.93573	3440716.21344
1502634651.7599268	5218623.01338	4728246.77404	3463892.98828
1502634652.7599268	5234652.47754	4677473.37569	3390380.39135
1502634653.7599268	5202163.68884	4670716.88406	3442600.07603
1502634654.7599268	5143965.51101	4657602.03919	3509934.92569
1502634655.7599268	5184525.14026	4649366.33202	3509819.37592
1502634656.7599268	5253749.94754	4715791.77862	3495354.05661
1502634657.7599268	5263898.04921	4632999.11782	3462168.00394
1502634658.7599268	5251769.43137	4689909.42934	3536868.59182
1502634659.7599268	5187838.20048	4679112.59399	3498958.84238
1502634660.7599268	5120358.2684	4732914.7808	3564719.94961
1502634661.7599268	5166021.11807	4650343.38367	3420653.59167
1502634662.7599268	5119937.80678	4626883.56657	3472870.1132
1502634663.7599268	5103050.86592	4645194.53831	3442530.19651
1502634664.7599268	5168732.13566	4712050.14771	3461138.93782
1502634665.7599268	5122423.65316	4660789.82687	3509010.19241
1502634666.7599268	5189674.02362	4646306.82539	3477978.29743
