time	x	y	z
1502634593.7599268	5320177.62214	4782799.58551	3050641.01541
1502634594.7599268	5335311.11657	4794371.60494	3096027.02901
1502634595.7599268	5353331.71706	4769024.8455	3071854.76534
1502634596.7599268	5315551.07157	4763084.14229	3071437.85658
1502634597.7599268	5360631.9529	4796728.49924	3111835.12075
1502634598.7599268	5343851.42128	4819512.63331	3109169.892
1502634599.7599268	5350139.89886	4754980.50246	3114215.71158
1502634600.7599268	5315467.14542	4805061.47317	3070921.10676
1502634601.7599268	5302529.03233	4807628.86533	3075199.46334
1502634602.7599268	5303964.47551	4785434.77208	3123193.49046
1502634603.7599268	5276679.51548	4781424.44771	3079248.2884
1502634604.7599268	5283018.73541	4785735.28601	3162675.95117
1502634605.7599268	5322095.85366	4765294.76087	3143123.67632
1502634606.7599268	5298825.91482	4763397.49968	3113875.94727
1502634607.7599268	5277113.18443	4767753.94921	3113498.44927
1502634608.7599268	5286394.90628	4773948.42185	3121455.18841
1502634609.7599268	5325207.65402	4769124.99961	3162915.35548
1502634610.7599268	5281642.70567	4764908.54156	3159002.17509
1502634611.7599268	5260141.42444	4736345.71414	3170276.10143
1502634612.7599268	5254434.03843	4792917.40946	3145937.26748
1502634613.7599268	5314774.73801	4722771.88888	3160336.52468
1502634614.7599268	5278356.84188	4772016.05629	3216407.02031
1502634615.7599268	5264834.20035	4753559.75651	3230560.19474
1502634616.7599268	5322029.00643	4740701.26587	3225131.38894
1502634617.7599268	5271994.61053	4765173.87358	3197581.12706
1502634618.7599268	5301202.10438	4786895.89934	3184876.1722
1502634619.7599268	5267548.84653	4780605.01302	3227591.75719
1502634620.7599268	5283823.09062	4763179.69695	3258254.11981
1502634621.7599268	5250198.67818	4723745.96485	3243221.77597
1502634622.7599268	5237366.54353	4749654.2239	3204386.49285
1502634623.7599268	5268354.1024	4779983.28895	3261566.58889
1502634624.7599268	5243137.30646	4778628.42078	3250795.76909
1502634625.7599268	5265586.39619	4765639.21895	3270533.19665
1502634626.7599268	5257482.7521	4719380.7827	3291513.61264
1502634627.7599268	5223546.42498	4715073.92437	3295170.8486
1502634628.7599268	5269826.19637	4706781.73497	3293013.53625
1502634629.7599268	5286775.46837	4700666.95592	3302114.06207
1502634630.7599268	5285837.88275	4729263.32402	3277139.75893
1502634631.7599268	5244536.61865	4687429.56736	3290077.74041
1502634632.7599268	5211066.37105	4716449.80487	3323755.36047
1502634633.7599268	5265713.81293	4744072.09571	3318468.33432
1502634634.7599268	5281540.86798	4699949.2029	3293511.30326
1502634635.7599268	5259656.14942	4738620.63457	3310311.31445
1502634636.7599268	5276477.7296	4700309.08466	3355574.49599
1502634637.7599268	5254004.24603	4708464.31877	3358331.86336
1502634638.7599268	5238796.58095	4706522.89129	3379581.32673
1502634639.7599268	5269370.19555	4686720.58032	3319730.71169
1502634640.7599268	5212261.54271	4673980.83302	3365745.64049
1502634641.7599268	5215728.22377	4736724.33239	3383330.70729
1502634642.7599268	5259107.63366	4671417.5026	3381261.02288
1502634643.7599268	5183086.64094	4739691.02833	3359425.21068
1502634644.7599268	5181555.0421	4692507.05613	3422742.25345
1502634645.7599268	5216298.50874	4676387.11378	3400856.85152
1502634646.7599268	5225785.98969	4692184.3152	3418324.58274
1502634647.7599268	5182104.65823	4675299.29533	3426243.29628
1502634648.7599268	5207207.77078	4702402.99758	3416378.40336
1502634649.7599268	5231384.32995	4698242.69262	3421316.95382
1502634650.7599268	5190919.97346	4682756.04028	3396861.31342
