1.500457682678300619e+09	7.392359952660000317e+02	7.854030204669999875e+03	4.152710121959999924e+03
1.500457683678300619e+09	7.006729651269999977e+02	7.857310668529999930e+03	4.129564321159999963e+03
1.500457684678300619e+09	7.098083706090000078e+02	7.887258900269999685e+03	4.132271475559999999e+03
1.500457685678300619e+09	6.944670628289999286e+02	7.853448395159999563e+03	4.154780580460000238e+03
1.500457686678300619e+09	6.827991239320000432e+02	7.863291073809999943e+03	4.157122036189999562e+03
1.500457687678300619e+09	6.799065746400000307e+02	7.857358353309999984e+03	4.131034426129999702e+03
1.500457688678300619e+09	6.863953912189999755e+02	7.862234487409999929e+03	4.130964932800000497e+03
1.500457689678300619e+09	6.926485662839999122e+02	7.866827326159999757e+03	4.126988963859999785e+03
1.500457690678300619e+09	6.780535685929999090e+02	7.868370456960000411e+03	4.151331178450000152e+03
1.500457691678300619e+09	6.554723164050000150e+02	7.885523439339999641e+03	4.133772043469999517e+03
1.500457692678300619e+09	6.834612345460000142e+02	7.856380494269999872e+03	4.151692724360000284e+03
1.500457693678300619e+09	6.435735924139999042e+02	7.872155521560000125e+03	4.155398093939999853e+03
1.500457694678300619e+09	6.491065345329999445e+02	7.868246602170000187e+03	4.150396947369999907e+03
1.500457695678300619e+09	6.480130074800000557e+02	7.856967175589999897e+03	4.124345539060000192e+03
1.500457696678300619e+09	6.524088888489999363e+02	7.880865641959999266e+03	4.121040194270000029e+03
1.500457697678300619e+09	6.467867532459999893e+02	7.873843079459999899e+03	4.122666950230000111e+03
1.500457698678300619e+09	6.235379891820000466e+02	7.881464949369999886e+03	4.124687287700000525e+03
1.500457699678300619e+09	6.444175855500000125e+02	7.863533399520000785e+03	4.127198488340000040e+03
1.500457700678300619e+09	6.315936092050000070e+02	7.895127556959999310e+03	4.142471796069999982e+03
1.500457701678300619e+09	6.286283703880000076e+02	7.881320887629999561e+03	4.130094850540000152e+03
1.500457702678300619e+09	6.134491812019999770e+02	7.878200125110000045e+03	4.130146656969999640e+03
1.500457703678300619e+09	6.123392931670000507e+02	7.859374238680000417e+03	4.138904751819999547e+03
1.500457704678300619e+09	5.933628338960000974e+02	7.871248507109999991e+03	4.140378102079999735e+03
1.500457705678300619e+09	6.089482083069999589e+02	7.870820470929999829e+03	4.132868094209999981e+03
1.500457706678300619e+09	5.705346034800001007e+02	7.883091477749999285e+03	4.141930705440000565e+03
1.500457707678300619e+09	5.792071245719999979e+02	7.877742558280000594e+03	4.138034185999999863e+03
1.500457708678300619e+09	5.581163460290000558e+02	7.863035202069999286e+03	4.109166222020000532e+03
1.500457709678300619e+09	5.699645279000000073e+02	7.885433289889999287e+03	4.120560986000000412e+03
1.500457710678300619e+09	5.616908514909999894e+02	7.870349998340000639e+03	4.138680047189999641e+03
1.500457711678300619e+09	5.497210148560000107e+02	7.899616134470000361e+03	4.102667368260000330e+03
1.500457712678300619e+09	5.532692632120000553e+02	7.888676683869999579e+03	4.120001550240000142e+03
1.500457713678300619e+09	5.323145474100000456e+02	7.882597852310000235e+03	4.106772953360000429e+03
1.500457714678300619e+09	5.515047959819999051e+02	7.900691896329999508e+03	4.130267931069999577e+03
