0.000000000000000000e+00 5.993538303518280763e+00
2.000000000000000000e+01 5.278682128472962809e+00
4.000000000000000000e+01 4.057846250909852515e+00
6.000000000000000000e+01 2.092109827803975364e+00
8.000000000000000000e+01 -4.845869458540330577e-01
1.000000000000000000e+02 -2.901016010451845872e+00
1.200000000000000000e+02 -4.578353523844182149e+00
1.400000000000000000e+02 -5.584185182547729553e+00
1.600000000000000000e+02 -6.173762784690896233e+00
1.800000000000000000e+02 -6.529789545269979456e+00
2.000000000000000000e+02 -6.753994756614816630e+00
2.200000000000000000e+02 -6.900755593613972394e+00
2.400000000000000000e+02 -6.999793700886899117e+00
2.600000000000000000e+02 -7.068022415104023182e+00
2.800000000000000000e+02 -7.115488963798542343e+00
3.000000000000000000e+02 -7.148408521696230977e+00
3.200000000000000000e+02 -7.170768967764175272e+00
3.400000000000000000e+02 -7.185213593163652490e+00
3.600000000000000000e+02 -7.193545572237312946e+00
3.800000000000000000e+02 -7.197026713515270124e+00
