0.000000000000000000e+00 6.475730886163690414e+00
2.000000000000000000e+01 6.081104494687826545e+00
4.000000000000000000e+01 5.419607628720998882e+00
6.000000000000000000e+01 4.283931467532976711e+00
8.000000000000000000e+01 2.416759619247699220e+00
1.000000000000000000e+02 -1.343566718925180981e-01
1.200000000000000000e+02 -2.640068043738664993e+00
1.400000000000000000e+02 -4.426508930290270705e+00
1.600000000000000000e+02 -5.502799103639845590e+00
1.800000000000000000e+02 -6.130009041559474348e+00
2.000000000000000000e+02 -6.505639178226205743e+00
2.200000000000000000e+02 -6.740379223488954352e+00
2.400000000000000000e+02 -6.893070320279527152e+00
2.600000000000000000e+02 -6.995610271566444993e+00
2.800000000000000000e+02 -7.066002903842716343e+00
3.000000000000000000e+02 -7.114864808276367469e+00
3.200000000000000000e+02 -7.148721354791325311e+00
3.400000000000000000e+02 -7.171736296708924208e+00
3.600000000000000000e+02 -7.186656296718490822e+00
3.800000000000000000e+02 -7.195347259506245763e+00
