0.000000000000000000e+00 5.057694414164924268e+00
2.000000000000000000e+01 3.906449611568928226e+00
4.000000000000000000e+01 2.174323707686100615e+00
6.000000000000000000e+01 -4.720628481541311317e-02
8.000000000000000000e+01 -2.256391039727962955e+00
1.000000000000000000e+02 -3.963938252532989370e+00
1.200000000000000000e+02 -5.094226574322052947e+00
1.400000000000000000e+02 -5.803610068759975427e+00
1.600000000000000000e+02 -6.250928392362785857e+00
1.800000000000000000e+02 -6.540653143919682222e+00
2.000000000000000000e+02 -6.734190155424481183e+00
2.200000000000000000e+02 -6.867084477478848648e+00
2.400000000000000000e+02 -6.960307991830156027e+00
2.600000000000000000e+02 -7.026616629593235075e+00
2.800000000000000000e+02 -7.074027611198181020e+00
3.000000000000000000e+02 -7.107741765243225984e+00
3.200000000000000000e+02 -7.131232989122207933e+00
3.400000000000000000e+02 -7.146884057651552880e+00
3.600000000000000000e+02 -7.156368878915879250e+00
3.800000000000000000e+02 -7.160888950028841293e+00
