time,x,y,z
1500453684.1353576,1500448370.4929497,-3919.79410635,1811.677637883
1500453685.1353576,1500448380.6201956,-3892.28856654,1831.684076966
1500453686.1353576,1500448369.9449759,-3894.96951043,1853.63536315
1500453687.1353576,1500448406.5472503,-3851.0669649899996,1817.218860855
1500453688.1353576,1500448388.5999548,-3890.2033405599996,1802.498278904
1500453689.1353576,1500448394.1082191,-3865.8440185299996,1809.082583164
1500453690.1353576,1500448397.2683935,-3879.3146865900003,1779.582195859
1500453691.1353576,1500448395.4147623,-3868.3125978600006,1793.8946476669998
1500453692.1353576,1500448398.8256447,-3861.3175529000005,1809.90874905
1500453693.1353576,1500448400.253535,-3847.38603177,1789.8817283829999
1500453694.1353576,1500448404.7095127,-3839.8091005399992,1822.6467650620002
1500453695.1353576,1500448410.7956798,-3835.7087553499996,1780.783640612
1500453696.1353576,1500448403.6198719,-3814.95454747,1833.066192143
1500453697.1353576,1500448404.2969928,-3832.81100888,1787.0965919149999
1500453698.1353576,1500448411.0306656,-3824.58533276,1786.510674169
1500453699.1353576,1500448439.0687172,-3799.567850200001,1763.2275785409997
1500453700.1353576,1500448447.3784797,-3766.1282226900003,1794.065040841
1500453701.1353576,1500448434.6941147,-3771.77839369,1783.6433338749998
1500453702.1353576,1500448451.579879,-3768.3585844599997,1767.367226096
1500453703.1353576,1500448459.0108573,-3744.4554127399997,1795.572793037
1500453704.1353576,1500448432.2782087,-3770.82203578,1760.5297981459998
1500453705.1353576,1500448453.412404,-3742.7710337500002,1787.7097376460001
1500453706.1353576,1500448440.0205739,-3756.24156505,1777.1564059040002
1500453707.1353576,1500448466.8390872,-3730.82616241,1765.8007178750001
1500453708.1353576,1500448445.5248938,-3728.5357396,1781.310732629
1500453709.1353576,1500448454.336901,-3706.1480512199996,1796.468203135
1500453710.1353576,1500448451.8828104,-3741.3425702100003,1739.514382714
1500453711.1353576,1500448482.6449072,-3682.97387247,1761.711788006
1500453712.1353576,1500448487.881559,-3679.63171107,1770.7833106980002
1500453713.1353576,1500448482.0246012,-3682.43724437,1741.318662565
1500453714.1353576,1500448485.082552,-3686.0023235300005,1754.0554816970002
1500453715.1353576,1500448499.8654628,-3650.95092734,1777.06859632
1500453716.1353576,1500448477.1965969,-3673.4744562899996,1754.973367162
1500453717.1353576,1500448501.4285843,-3635.0396134100006,1772.067924154
1500453718.1353576,1500448512.9579518,-3617.44038728,1752.933272581
1500453719.1353576,1500448509.4054487,-3633.5295007,1730.6328503399998
1500453720.1353576,1500448492.8707,-3623.4144708599997,1781.350267104
